series_id	target_sequence_sha256	target_sequence_length	publication_id	article_dois	pmids	publication_years	authors	target_names	uniprot_ids	normalized_pH	normalized_temperature_C	data_sources	ligand_count	nonempty_murcko_scaffold_count	pKd_min	pKd_max	pKd_range	pKd_IQR	pdb_complex_ids	pdb_target_ids	local_pdb_complex_ids	has_holo_reference_candidate
G3S-d3e2fc8ddf4a9e8d	caf7cc501ead177b8c037dc3cb177eefe7bc30e7bc3cb74a998af92a354098f7	983	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Ephrin type-A receptor 3	P29320	<missing>	<missing>	ChEMBL	32	32	5.06550155	10.0315171	4.9660155	1.05664559	1M17;1M52;1UWH;1UWJ;2GQG;2ITO;2ITY;2ITZ;2IVU;2XB7;2Y6O;2ZVA;3FQS;3G5D;3GCS;3HEG;3K54;3LFA;3OCT;3OHT;3PIY;3QLG;3RGF;3SOA;3SXR;3UE4;3UG2;3WZE;4ASD;4E93;4HJO;4I22;4MXO;4MXX;4MXY;4MXZ;4OGJ;4OTG;4PS5;4QMN;4QMS;4U5J;4WKQ;4XEY;4XLI;5AJQ;5BVW;5H2U;5HI2;5I9X;5I9Y;5IA3;5JZN;5MQL;5OWR;5VC3;5VCV;5VCY;5WNJ;5Y7Z;5Y80;6BSD;6DWN;6FDY;6FNM;6OP9;6VGL;6VNE;6VNK;6WTN;7ERK;7F3G;7JU7;7N9G;7TVX;8BPW;8R4Q;8S5W;8S9F;8XV9;8Z7U;8Z7Y;9D5E;9D5F;9D5H;9D5P;9OS6;9R25	6IN0	4PS5;7ERK	true
G3S-0c99fead6edaa125	ee92eb3a5f3b219b899edae8a5d7bbdb90b82063f9f63d1149fb3b212486f1b3	1215	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Homeodomain-interacting protein kinase 3	Q9H422	<missing>	<missing>	ChEMBL	31	31	5.01322827	8.39794001	3.38471174	1.42748196	1UWH;1UWJ;2XB7;3FQS;3GCS;3HEG;3PIY;3RGF;3SOA;3UE4;3WZE;4ASD;4C2V;4E93;4MXO;4MXX;4MXY;4MXZ;4NCT;4OGJ;4OTG;4PS5;4QMN;4U5J;5AJQ;5D1J;5HI2;5I9X;5JZN;5VC3;5VCY;5WNJ;6FDY;6OP9;6VGL;6VNE;6VNK;6WTN;7F3G;8BPW;8R4Q;8S5W;8XV9;8Z7U;8Z7Y;9D5F;9R25	7O7I;7O7J	4PS5;5D1J	true
G3S-0ea60d28ec9de0d1	e6a24c903c1ef211037c64a6835a8a484f48b17be1cae50d6998913f21acf7d4	260	doi:10.1016/j.bmc.2013.01.008	10.1016/j.bmc.2013.01.008	23394791	3/18/2013	Dudutiene, V; Zubriene, A; Smirnov, A; Gylyte, J; Timm, D; Manakova, E; Grazulis, S; Matulis, D	Carbonic anhydrase 2	P00918	7	<missing>	ChEMBL	31	18	5.74714697	8.95860731	3.21146035	0.919315999	1AZM;1DMY;1JD0;1RJ6;1YDA;1YDB;1YDD;1ZSB;2H4N;2UY4;2WEJ;2XTK;3CAJ;3CZV;3DC3;3DCW;3DD0;3HS4;3IAI;3MDZ;3ML5;3UCJ;3V2J;3V2M;3W6H;4G0C;4G7A;4HT0;4HT2;4HU1;4JSA;4JSZ;4K0S;4LU3;4PZH;4UOV;4WR7;4WUP;4WW6;4WW8;4X5S;4XIW;4YGF;4YX4;5FZN;5JAD;5JN8;5JN9;5LLE;5LLG;5LLH;5LLN;5MSA;5MSB;5NEK;5NYA;5TT3;6BCC;6GDC;6GOT;6IM3;6LD3;6MWI;6MWJ;6QEB;6QL1;6QL2;6RRI;6SD7;6YH4;6YHA;6YHB;6YMA;7COJ;7NZS;7NZW;7NZX;8DPO;8DYQ;8VZG;9M93;9QXE;9S4G	3OY0;3OYQ;3OYS;3P3H;3P3J;3P44;3P4V;3P55;3P58;3P5A;3P5L;3QYK;3S8X;3S9T;3SAP;3SAX;3SBH;3SBI;3T82;3T83;3T84;3T85;3V2J;3V2M;3V5G;3ZP9;4CA2;4CQ0;4DZ7;4DZ9;4E3D;4E3F;4E3G;4E3H;4E49;4E4A;4E5Q;4FPT;4FRC;4FU5;4FVN;4FVO;4HT0;4ITO;4KNI;4KNJ;4LHI;4LP6;4MLT;4MLX;4MO8;4MTY;4N0X;4N16;4PQ7;4PYX;4PYY;4PZH;4Q49;4Q6D;4Q6E;4Q7P;4Q7S;4Q7V;4Q7W;4Q81;4Q83;4Q87;4Q8X;4Q8Y;4Q8Z;4Q90;4Q99;4Q9Y;4QIY;4QJM;4QSA;4QSB;4QSI;4QTL;4R5B;4RFC;4RFD;4RH2;4RN4;4RUX;4RUY;4RUZ;4WL4;4WW6;4XE1;4YX4;4YXI;4YXO;4YXU;4YYT;5A6H;5BYI;5C8I;5DOG;5DOH;5DRS;5DSK;5DSL;5DSM;5DSO;5DSP;5DSQ;5DSR;5E2R;5EH5;5EH7;5EH8;5EHE;5EHV;5EHW;5FDC;5FDI;5FLO;5FLP;5FLQ;5FLR;5FLS;5FLT;5FNG;5FNH;5FNI;5FNJ;5FNK;5FNL;5FNM;5GMN;5J8Z;5JQ0;5JQT;5L3O;5L6K;5L6T;5L70;5L9E;5LL4;5LL8;5LLC;5LLE;5LLG;5LLH;5LMD;5M78;5N0D;5N0E;5N1R;5N1S;5N24;5N25;5NEA;5NEE;5O07;5TFX;5THJ;5THN;5TXY;5TY1;5TY8;5TY9;5TYA;5U0D;5U0E;5U0F;5U0G;5ULN;5UMC;5VGY;5WEX;5Y2R;5Y2S;5YUI;5YUJ;5YUK;6BBS;6BC9;6BCC;6C7W;6C7X;6D1L;6D1M;6EQU;6G3Q;6G6T;6GDC;6GM9;6GOT;6H29;6H2Z;6H33;6H34;6H3Q;6HD2;6HQX;6HR3;6HX5;6HXD;6I0W;6I1U;6I2F;6I3E;6IC2;6KM3;6KM4;6KM5;6KM6;6LUU;6LUV;6LUW;6LUX;6LUY;6LUZ;6LV1;6LV2;6LV3;6LV4;6LV5;6LV6;6LV7;6LV8;6LV9;6LVA;6ODZ;6OE0;6OE1;6OTO;6PDV;6PEA;6PGX;6QEB;6R6F;6R6J;6RFH;6RG3;6RG4;6RG5;6RH4;6RHJ;6RHK;6RIG;6RIT;6RJJ;6RKN;6RL9;6RM1;6RMP;6RNP;6ROB;6ROE;6RQI;6RRG;6RRI;6RS5;6RSZ;6RVF;6RVK;6RVL;6RW1;6S9G;6S9Z;6SAC;6SAS;6SAY;6SB7;6SBH;6SBL;6SBM;6SD7;6SDH;6SDI;6SDJ;6SDL;6SDS;6SEY;6SFQ;6SFU;6SG0;6SG6;6SX9;6SYB;6SYS;6T4N;6T4O;6T4P;6T5C;6T81;6UFB;6UFC;6UFD;6UX1;6WKA;6WQ4;6WQ5;6WQ7;6WQ8;6WQ9;6XWZ;6XXT;6YMA;6YMB;6YPW;6YQT;6YQU;6YRI;6YZQ;6YZR;6YZS;6YZT;6YZU;6YZV;6YZW;6YZX;6ZR8;7AEQ;7AES;7AGN;7ASJ;7BFA;7BG5;7BHH;7BI5;7JNR;7JNV;7JNW;7JNX;7JNZ;7K6I;7K6J;7K6K;7K6L;7NH6;7NH8;7OK8;7ORP;7ORQ;7OYM;7OYN;7OYO;7OYP;7OYQ;7OYR;7QBH;7QGX;7QGY;7QGZ;7QNV;7QRK;7QSE;7QSI;7QZX;7R1X;7RNY;7RNZ;7RRE;7Y2A;7Y2C;7Y2E;7Y2F;7Y2G;7Y2H;7Y2I;7Y2J;7Y2K;7Y2L;7Y2M;7Y2N;7Y2O;7Y2Q;7Y2R;7Y2S;7Y2T;7Y2U;7Y2V;7Y2W;7Y2X;7YWT;7ZL6;7ZWB;8AA6;8AAE;8BJX;8BOE;8BZZ;8C0Q;8C0R;8CR0;8DJ9;8EM3;8EMU;8EXC;8EXG;8EYL;8FAL;8FAU;8FQX;8FQY;8FQZ;8J2O;8OGF;8OKQ;8OLI;8OLK;8OLM;8OMB;8OMH;8OMN;8OMP;8OTP;8OUB;8QF7;8QF9;8QFK;8QH8;8QHO;8QKZ;8QQA;8R1I;8R2F;8R2K;8RJ2;8RLP;8ROU;8ROW;8SAF;8SAG;8SD1;8SD6;8SD7;8SD8;8SD9;8SF1;8UFX;8VQ6;8VQ7;8WEP;8ZWV;9EN8;9FAI;9FAO;9FJQ;9FJV;9FPQ;9FPR;9FPS;9FPT;9FPU;9G38;9GAJ;9GAK;9GAM;9GFV;9GFW;9GFX;9GOO;9GU7;9GUM;9GUO;9H0V;9H0W;9HD6;9HNX;9HQ3;9HQG;9HWM;9HXZ;9I29;9KH8;9KI2;9KI3;9KI4;9KI5;9KI6;9KI7;9KI8;9KI9;9KIA;9KIB;9KIC;9KID;9KIE;9KIF;9KIG;9KIH;9KII;9KIJ;9KIK;9KIL;9KIM;9KIN;9KIO;9KIP;9KIQ;9KIR;9KIS;9KIT;9KIU;9KIV;9KIW;9KIX;9KIY;9KIZ;9KJ0;9KJ1;9KJ2;9KJ3;9KJ4;9KJ5;9L2X;9L2Y;9L2Z;9L30;9L31;9L32;9L33;9LDO;9LDP;9LR6;9OAM;9OBJ;9P0W;9RAY;9RFL;9RFO;9RUZ;9SNB;9SNC;9TYE	4HT0;4WR7;5JAD;5LLE;5LLG;5LLH;6GOT;6SD7	true
G3S-2b8df34503402120	6c90b63472bc27a5af4fe5ac5dd1d1cb69db598e8a65bb6648d5fd20b0f8727e	1198	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Homeodomain-interacting protein kinase 2	Q9H2X6	<missing>	<missing>	ChEMBL	31	31	5.30103	8.13667714	2.83564714	0.96816546	1UWH;1UWJ;2XB7;3FQS;3GCS;3HEG;3PIY;3RGF;3SOA;3UE4;3WZE;4ASD;4C2V;4E93;4MXO;4MXX;4MXY;4MXZ;4NCT;4OGJ;4OTG;4PS5;4QMN;4U5J;5AJQ;5D1J;5HI2;5I9X;5JZN;5VC3;5VCY;5WNJ;6FDY;6OP9;6VGL;6VNE;6VNK;6WTN;7F3G;8BPW;8R4Q;8S5W;8XV9;8Z7U;8Z7Y;9D5F;9R25	6P5S;7NCF	4PS5;5D1J	true
G3S-32030e3bb112af9a	920d53f2ba8db9ed226d6430fe54f562849c9cd1a5c72a52e854cc4e3bc78348	712	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Interleukin-1 receptor-associated kinase 1	P51617	<missing>	<missing>	ChEMBL	31	31	5.07058107	8.21467016	3.14408909	1.55571813	2ITO;2ITY;2ITZ;2IVU;2XB7;3FQS;3PIY;3SOA;3UE4;3UG2;4AG8;4AGC;4E93;4G5J;4I22;4MXO;4MXX;4MXY;4MXZ;4OGJ;4OTG;4PS5;4QMN;4TWP;4U5J;4WA9;4WKQ;5AJQ;5I9X;5JZN;5VC3;5VCY;5WNJ;5Y7Z;5Y80;6FDY;6OP9;6VGL;6VNE;6VNK;6WTN;7F3G;8BPW;8R4Q;8S5W;8XV9;8Z7U;8Z7Y;9D5E;9D5F;9D5H;9OS6		4PS5	true
G3S-32429afdc4adb2b2	7e89c129d963de94ba33ff625333bd69b921f00a68615457d918a2ed599318c1	619	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Mitogen-activated protein kinase kinase kinase 2	Q9Y2U5	<missing>	<missing>	ChEMBL	31	31	5.16115091	8.61978876	3.45863785	1.30274065	1M17;1M52;2GQG;2ITO;2ITY;2ITZ;2XB7;2Y6O;2ZVA;3EFL;3FQS;3G5D;3K54;3LFA;3OCT;3OHT;3PIY;3QLG;3SOA;3SXR;3UE4;3UG2;4E93;4HJO;4I22;4MXO;4MXX;4MXY;4MXZ;4NCT;4OGJ;4OTG;4PS5;4QMN;4QMS;4U5J;4WKQ;4XEY;4XLI;5AJQ;5BVW;5H2U;5I9X;5I9Y;5IA3;5JZN;5OWR;5VC3;5VCV;5VCY;5WNJ;5Y7Z;5Y80;6BSD;6DWN;6FDY;6FNM;6OP9;6VGL;6VNE;6VNK;6WTN;7ERK;7F3G;7N9G;8BPW;8R4Q;8S5W;8S9F;8XV9;8Z7U;8Z7Y;9D5E;9D5F;9D5H;9D5P;9OS6	2CU1	4PS5;7ERK	true
G3S-59125c7fdb97217d	d89aa1703772ab0d843c4b6d2d4fdb768a09306cfd03519f41314fa57166024c	354	doi:10.1016/j.bmc.2013.01.008	10.1016/j.bmc.2013.01.008	23394791	3/18/2013	Dudutiene, V; Zubriene, A; Smirnov, A; Gylyte, J; Timm, D; Manakova, E; Grazulis, S; Matulis, D	Carbonic anhydrase 12	O43570	7	<missing>	ChEMBL	31	18	4.90308999	8.1739252	3.27083521	0.831255021	1AZM;1DMY;1JD0;1RJ6;1YDA;1YDB;1YDD;1ZSB;2H4N;2UY4;2WEJ;2XTK;3CAJ;3CZV;3DC3;3DCW;3DD0;3HS4;3IAI;3MDZ;3ML5;3UCJ;3V2J;3V2M;3W6H;4G0C;4G7A;4HT0;4HT2;4HU1;4JSA;4JSZ;4K0S;4LU3;4PZH;4UOV;4WR7;4WUP;4WW6;4WW8;4X5S;4XIW;4YGF;4YX4;5FZN;5JAD;5JN8;5JN9;5LLE;5LLG;5LLH;5LLN;5MSA;5MSB;5NEK;5NYA;5TT3;6BCC;6GDC;6GOT;6IM3;6LD3;6MWI;6MWJ;6QEB;6QL1;6QL2;6RRI;6SD7;6YH4;6YHA;6YHB;6YMA;7COJ;7NZS;7NZW;7NZX;8DPO;8DYQ;8VZG;9M93;9QXE;9S4G	1JCZ;1JD0;4HT2;4KP5;4KP8;4Q0L;4QJ0;4QJO;4QJW;4WW8;5LL5;5LL9;5LLO;5LLP;5MSA;5MSB;6G5L;6G7A;6QN0;6QNG;6QNL;6R6Y;6R71;6T5P;6T5Q;7PP9;7PUU;7PUV;7PUW;8CO3;9F2N;9F2O;9F30;9F3G;9FN7;9FN8;9R0L;9R0U;9R31	4HT0;4WR7;5JAD;5LLE;5LLG;5LLH;6GOT;6SD7	true
G3S-7f6c61989a9a3eed	fb1c78adff4cb9c0445896aaa573d37db2028216372a8fbe7616fc184df2c1b9	481	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Dual specificity protein kinase CLK4	Q9HAZ1	<missing>	<missing>	ChEMBL	31	31	5.14874165	9.27572413	4.12698248	1.13961643	2FVD;2XB7;3FQS;3PIY;3SOA;3UE4;4E93;4MXO;4MXX;4MXY;4MXZ;4NCT;4OGJ;4OTG;4PS5;4QMN;4U5J;5AJQ;5D1J;5I9X;5JZN;5VC3;5VCY;5WNJ;6FDY;6OP9;6VGL;6VNE;6VNK;6WTN;7F3G;8BPW;8R4Q;8S5W;8XV9;8Z7U;8Z7Y;9D5F	6FYV	2FVD;4PS5;5D1J	true
G3S-bdfa0692d793803c	850aba8ba2a5e1681e7e3dbc08958a52248c816c95be57b749d282e591253998	605	doi:10.1021/acs.jmedchem.1c01975	10.1021/acs.jmedchem.1c01975	35108001	2/24/2022	Begnini, F; Geschwindner, S; Johansson, P; Wissler, L; Lewis, RJ; Danelius, E; Luttens, A; Matricon, P; Carlsson, J; Lenders, S; König, B; Friedel, A; Sjö, P; Schiesser, S; Kihlberg, J	Nuclear factor erythroid 2-related factor 2	Q16236	<missing>	<missing>	ChEMBL	31	15	3.31785492	5.76143937	2.44358445	0.46622269	6Z6A	2DYH;2FLU;2LZ1;3WN7;4IFL;7O7B;7X5E;7X5F		true
G3S-cf9073a054dd1e8c	262c7bcde1c365985448d0e69a77135df1680783066e7f72dfb907bead316982	518	doi:10.1016/j.bmcl.2019.04.021	10.1016/j.bmcl.2019.04.021	31010722	6/15/2019	Tanis, VM; Venkatesan, H; Cummings, MD; Albers, M; Kent Barbay, J; Herman, K; Kummer, DA; Milligan, C; Nelen, MI; Nishimura, R; Schlueter, T; Scott, B; Spurlino, J; Wolin, R; Woods, C; Xue, X; Edwards, JP; Fourie, AM; Leonard, K	Nuclear receptor ROR-gamma	P51449;Q6I9R9	<missing>	<missing>	ChEMBL	31	23	6.38510278	10.69897	4.31386722	1.28849535	6NAD	3B0W;3KYT;3L0J;3L0L;4NB6;4QM0;4S14;4WLB;4WPF;4WQP;4XT9;4YPQ;4ZJR;4ZJW;4ZOM;5APH;5APJ;5APK;5AYG;5EJV;5ETH;5G42;5G43;5G44;5G45;5G46;5IXK;5IZ0;5K38;5K3L;5K3M;5K3N;5K6E;5K74;5LWP;5NI5;5NI7;5NI8;5NIB;5UFO;5UFR;5UHI;5W4R;5X8S;5X8U;5YP5;5YP6;5ZA1;6B30;6B31;6B33;6BN6;6BR2;6BR3;6CN5;6CVH;6E3E;6E3G;6ESN;6FGQ;6J3N;6NAD;6NWS;6NWT;6NWU;6O98;6P9F;6Q2W;6R7A;6R7J;6R7K;6SAL;6SLZ;6T4G;6T4I;6T4J;6T4K;6T4X;6T4Y;6T50;6TLM;6TLQ;6TLT;6U25;6VQF;6VSW;6W9H;6W9I;6XAE;6XFV;7E3M;7JH2;7JTM;7JYM;7KCO;7KQJ;7KXD;7KXE;7KXF;7LUK;7NEC;7NP5;7NP6;7OFI;7OFK;7QP4;7W3P;7W3Q;8GXP;8XU5;9N9L;9VZQ		true
G3S-d47edc95ba068421	c439463f0f8ad68eb087a547bccd2e0cf18e31b66268a57550f163b4777daa3a	485	pmid:35525212		35525212	7/5/2022	Menna, M; Fiorentino, F; Marrocco, B; Lucidi, A; Tomassi, S; Cilli, D; Romanenghi, M; Cassandri, M; Pomella, S; Pezzella, M; Del Bufalo, D; Zeya Ansari, MS; Tomašević, N; Mladenović, M; Viviano, M; Sbardella, G; Rota, R; Trisciuoglio, D; Minucci, S; Mattevi, A; Rotili, D; Mai, A	REST corepressor 1	Q9UKL0	<missing>	<missing>	ChEMBL	31	22	5.54530755	7.85387196	2.30856441	0.478826145	3MO0;5L3E;6TUY	2IW5;2UXN;2UXX;2V1D;2X0L;2XAF;2XAG;2XAH;2XAJ;2XAQ;2XAS;2Y48;3ZMS;3ZMT;3ZMU;3ZMV;3ZMZ;3ZN0;3ZN1;4BAY;4KUM;4UV8;4UV9;4UVA;4UVB;4UVC;4UXN;4XBF;5L3B;5L3C;5L3D;5L3E;5L3F;5L3G;5LBQ;5LGN;5LGT;5LGU;5LHG;5LHH;5LHI;6S35;6TE1;6TUY;6VYP;6W4K;6WC6;7ZRY;8BOP;8BOX;8F2Z;8F30;8F59;8F6S;8FDV;8FJ4;8FJ7;8FQJ;8FRI;8FRQ;8FRV;8FSK;8GJ6;8JF5;8Q1G;8Q1H;8Q1J;8UL6;8UL8;8ULB;8ULC;8ULZ;8UMQ;8UNI;8UOM;8VOJ;8VPQ;8VRT;8YM7;9DTQ;9DWU;9EL7;9EL8;9ELA;9F0A;9FWG;9I2C		true
G3S-057fb48794094e12	ef0ddbb0badae4eac53608fa57cf54c55cb837d4929048fa6a2339bb30ae8f03	822	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Fibroblast growth factor receptor 1	P11362	<missing>	<missing>	ChEMBL	30	30	5.20760831	7.35654732	2.14893901	1.18656338	1M52;1UWH;1UWJ;2GQG;2IVU;2XB7;2Y6O;2ZVA;3EFL;3FQS;3G5D;3GCS;3HEG;3K54;3LFA;3OCT;3OHT;3PIY;3QLG;3RGF;3SXR;3WZE;4AG8;4AGC;4ASD;4E93;4NCT;4OGJ;4OTG;4PS5;4QMS;4TWP;4WA9;4XEY;4XLI;5BVW;5H2U;5HI2;5I9Y;5IA3;5JZN;5OWR;5VCV;5WNJ;6BSD;6FNM;6VNE;7ERK;7N9G;8BPW;8S5W;8S9F;8XV9;8Z7U;8Z7Y;9R25	1EVT;1GJO;1OEC;3GQI;3RHX;3RI1;5A46;5W59;5ZV2;7OZY;8JQI;9VLM	4PS5;7ERK	true
G3S-1dfd6c8dc0968d7b	def682a884ad0af1b561871a9351799b3c6e87894f4bb2ac82e1a1b957d8e7a6	832	doi:10.1021/acs.jmedchem.9b00096	10.1021/acs.jmedchem.9b00096	30998845	5/9/2019	Huang, L; Li, H; Li, L; Niu, L; Seupel, R; Wu, C; Cheng, W; Chen, C; Ding, B; Brennan, PE; Yang, S	Histone acetyltransferase KAT2B	Q92831	<missing>	<missing>	ChEMBL	30	16	4.34678749	7.1079054	2.76111791	0.947282723	5TPX;6J3O;6J3P;7CAJ;7CD9	1CM0;3GG3;4NSQ;5FDZ;5FE0;5FE1;5FE2;5FE3;5FE4;5FE5;5FE6;5FE7;5FE8;5FE9;5LVQ;5LVR;5MKX	7CAJ;7CD9	true
G3S-57f29a986d5123ab	90075634f6e58f794e31bf42343ef834835c81871f3ddca6fb99a05750b8c507	334	doi:10.1021/acs.jmedchem.0c00224	10.1021/acs.jmedchem.0c00224	32223236	4/23/2020	Chacón Simon, S; Wang, F; Thomas, LR; Phan, J; Zhao, B; Olejniczak, ET; Macdonald, JD; Shaw, JG; Schlund, C; Payne, W; Creighton, J; Stauffer, SR; Waterson, AG; Tansey, WP; Fesik, SW	WD repeat-containing protein 5	P61964	<missing>	<missing>	ChEMBL	30	22	4.4202164	7	2.5797836	0.992979693	6UIF;6UIK;6UJ4;6UOZ	10TC;2G99;2G9A;2GNQ;2H13;2H14;2H68;2H6K;2H6N;2H6Q;2XL2;2XL3;3EG6;3EMH;3MXX;3N0D;3N0E;3P4F;3PSL;3UVK;3UVL;3UVM;3UVN;3UVO;4A7J;4CY1;4CY2;4ERQ;4ERY;4ERZ;4ES0;4ESG;4EWR;4GM3;4GM8;4GM9;4GMB;4Y7R;5SXM;5VFC;6BYN;6D9X;6DAI;6DAK;6DAR;6DAS;6DY7;6DYA;6E1Y;6E1Z;6E22;6E23;6IAM;6KIU;6KIV;6KIW;6KIX;6KIZ;6OFZ;6OI0;6OI1;6OI2;6OI3;6PG3;6PG4;6PG5;6PG6;6PG7;6PG8;6PG9;6PGA;6PGB;6PGC;6PGD;6PGE;6PGF;6PWV;6PWW;6U5M;6U5Y;6U6W;6U80;6U8B;6U8L;6U8O;6UCS;6UHY;6UHZ;6UIF;6UIK;6UJ4;6UJH;6UJJ;6UJL;6UOZ;6W5I;6W5M;6W5N;6WJQ;7AXP;7AXQ;7AXS;7AXU;7AXX;7BCY;7BED;7CFP;7CFQ;7DNO;7JTO;7JTP;7MBM;7MBN;7U9Y;7UAS;7UD5;7WVK;8BB2;8BB3;8BB4;8BB5;8DU4;8E9F;8F1G;8F93;8G3C;8G3E;8HMX;8OKF;8Q1N;8X3R;8X3S;8YDD;9IY5;9KQS;9LWY;9UJR;9UJZ;9UK1;9UK3;9UK4;9UK7;9UOJ;9YL3;9YLE;9YLY;9YM8;9YMF	6UIF;6UIK;6UJ4;6UOZ	true
G3S-6f38a5b36bd4def1	679986c39e4cb9599dc08211bd0f7b4941586aff6eabbf20148fcc35d02c21f4	400	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Dual specificity mitogen-activated protein kinase kinase 2	P36507	<missing>	<missing>	ChEMBL	30	30	5.01772877	8.40893539	3.39120663	1.15552014	1M52;2GQG;2IVU;2XB7;2Y6O;2ZVA;3FQS;3G5D;3K54;3LFA;3OCT;3OHT;3PIY;3QLG;3SOA;3SXR;3UE4;4AG8;4AGC;4C2V;4E93;4MXO;4MXX;4MXY;4MXZ;4OGJ;4OTG;4PS5;4QMN;4QMS;4TWP;4U5J;4U7Z;4WA9;4XEY;4XLI;5AJQ;5BVW;5H2U;5I9X;5I9Y;5IA3;5JZN;5OWR;5VC3;5VCV;5VCY;5WNJ;6BSD;6FDY;6FNM;6OP9;6VGL;6VNE;6VNK;6WTN;7ERK;7F3G;7JUT;7JUZ;7M0T;7N9G;8BPW;8R4Q;8S5W;8S9F;8XV9;8Z7U;8Z7Y;9D5F;9OS6	1S9I	4PS5;7ERK	true
G3S-d15243e290ebeba6	9a0b636052d7bfbc9f8a5dc7fc8a2030c65e938473ac234df2c8550a0d071815	262	doi:10.1016/j.bmc.2013.01.008	10.1016/j.bmc.2013.01.008	23394791	3/18/2013	Dudutiene, V; Zubriene, A; Smirnov, A; Gylyte, J; Timm, D; Manakova, E; Grazulis, S; Matulis, D	Carbonic anhydrase 13	Q8N1Q1	7	<missing>	ChEMBL	30	18	5	9.65757732	4.65757732	1.36134932	1AZM;1DMY;1JD0;1RJ6;1YDA;1YDB;1YDD;1ZSB;2H4N;2UY4;2WEJ;2XTK;3CAJ;3CZV;3DC3;3DCW;3DD0;3HS4;3IAI;3MDZ;3ML5;3UCJ;3V2J;3V2M;3W6H;4G0C;4G7A;4HT0;4HT2;4HU1;4JSA;4JSZ;4K0S;4LU3;4PZH;4UOV;4WR7;4WUP;4WW6;4WW8;4X5S;4XIW;4YGF;4YX4;5FZN;5JAD;5JN8;5JN9;5LLE;5LLG;5LLH;5LLN;5MSA;5MSB;5NEK;5NYA;5TT3;6BCC;6GDC;6GOT;6IM3;6LD3;6MWI;6MWJ;6QEB;6QL1;6QL2;6RRI;6SD7;6YH4;6YHA;6YHB;6YMA;7COJ;7NZS;7NZW;7NZX;8DPO;8DYQ;8VZG;9M93;9QXE;9S4G	3CZV;3D0N;3DA2;4HU1;4KNM;4KNN;4QIZ;4QJP;4QJX;4QSJ;5E2N;5LLA;5LLN;5OGJ;5OHH;6G5U;9FPV;9FPW	4HT0;4WR7;5JAD;5LLE;5LLG;5LLH;6GOT;6SD7	true
G3S-174d4ffb7735f838	00faf52e877f8ec4d0da6ca32313f09350fb35484546287f7d68e8d95efc02b9	465	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	MAP kinase-interacting serine/threonine-protein kinase 2	Q9HBH9	<missing>	<missing>	ChEMBL	29	29	5.24412514	8.85387196	3.60974682	0.954242509	1M17;1UWH;1UWJ;2ITO;2ITY;2ITZ;2IVU;2XB7;3FQS;3GCS;3HEG;3PIY;3RGF;3UG2;3WZE;4ASD;4C2V;4E93;4G5J;4HJO;4I22;4NCT;4OGJ;4OTG;4PS5;4U5J;4WKQ;5D1J;5HI2;5JZN;5WNJ;5Y7Z;5Y80;6DWN;6VGL;6VNE;6VNK;6WTN;7F3G;8BPW;8S5W;8XV9;8Z7U;8Z7Y;9D5E;9D5H;9D5P;9OS6;9R25	2AC5;2HW7;6CJ5;6CJE;6CJH;6CJW;6CJY;6CK3;6CK6;6CKI;8P9B;8XFM;9HRC	4PS5;5D1J	true
